#List of every sound and if it should be synced;;;
#Eventpath;Should be synced;Should ignore subroot;Sound radius
;;;
event:/sub/exo/hook_loop;true;true;20
event:/sub/exo/hook_shoot;true;true;20
event:/sub/exo/interior_loop;false;false;0
event:/sub/exo/jets_empty;false;false;0
event:/sub/exo/jets_loop;false;false;50
event:/sub/exo/jump;true;true;50
event:/sub/exo/land;true;true;50
event:/sub/exo/step;false;false;50
event:/sub/exo/undock_exo_cyclops;false;false;0
event:/sub/exo/undock_exo_moonpool;false;false;0
event:/sub/exo/welcome;false;false;0
event:/sub/pod/climb_in_bottom;true;true;20
event:/sub/pod/climb_in_top;true;true;20
event:/sub/pod/climb_out_bottom;true;true;20
event:/sub/pod/climb_out_bottom_first_use;true;true;20
event:/sub/pod/climb_out_top;true;true;20
event:/sub/pod/climb_out_top_first_use;true;true;20
event:/sub/pod/fix_panel_powerup;false;false;0
event:/sub/pod/pod_background_damaged;false;false;0
event:/sub/pod/pod_fire;false;false;0
event:/sub/pod/radio/radio_lifepod_17;false;false;0
event:/sub/pod/radio/radio_lifepod_bounceback;false;false;0
event:/sub/pod/radio/radio_new_msg_loop;false;false;0
event:/sub/pod/radio/radio_play;false;false;0
event:/sub/pod/radio/radio_power_on;false;false;0
event:/sub/pod/radio/radioKoosh26;false;false;0
event:/sub/pod/radio/radioSunbeam_not coming;false;false;0
event:/sub/pod/radio/radioSunbeamEvent01;false;false;0
event:/sub/pod/radio/radioSunbeamEvent02;false;false;0
event:/sub/pod/radio/radioSunbeamEvent03;false;false;0
event:/sub/pod/radio/radioSunbeamEvent04;false;false;0
event:/sub/pod/radio/radioSunbeamEvent05;false;false;0
event:/sub/rocket/all_systems_go;false;false;0
event:/sub/rocket/auxilery_on;false;false;0
event:/sub/rocket/computer_on;false;false;0
event:/sub/rocket/coms_on;false;false;0
event:/sub/rocket/end_cin_music;false;false;0
event:/sub/rocket/end_cin_sfx;false;false;0
event:/sub/rocket/epic_splash;false;false;0
event:/sub/rocket/hydrolics_on;false;false;0
event:/sub/rocket/ladders/innerPlatform_ladder_up;true;false;20
event:/sub/rocket/ladders/innerRocketShip_ladder_down;true;false;20
event:/sub/rocket/ladders/innerRocketShip_ladder_up;true;false;20
event:/sub/rocket/ladders/outerPlatform_ladder_up;true;false;20
event:/sub/rocket/lifesupport_on;false;false;0
event:/sub/rocket/lift_beep;false;false;0
event:/sub/rocket/rocket_door_open;true;true;20
event:/sub/rocket/rocket_door_open_inside;true;true;20
event:/sub/rocket/rocket_finished;false;false;0
event:/sub/rocket/rocket_interior_loop;false;false;0
event:/sub/rocket/stage_build;false;false;0
event:/sub/rocket/time capsual_launch;false;false;0
event:/sub/rocket/time_pod_close;true;false;20
event:/sub/rocket/time_pod_open;true;false;20
event:/sub/rocket/time_pod_open_first_use;true;false;20
event:/sub/rocket/time_pod_open_first_use_VO;false;false;0
event:/sub/rocket/use_lift;true;false;20
event:/sub/seamoth/AI_no_power;false;false;0
event:/sub/seamoth/crush_damage;true;true;50
event:/sub/seamoth/crush_depth_update;false;false;0
event:/sub/seamoth/crush_depth_warning;false;false;0
event:/sub/seamoth/depth_update;false;false;0
event:/sub/seamoth/dock;false;false;0
event:/sub/seamoth/dock_seamoth_cyclops;false;false;0
event:/sub/seamoth/enter_seamoth;false;false;0
event:/sub/seamoth/impact_solid_hard;false;false;0
event:/sub/seamoth/impact_solid_medium;false;false;0
event:/sub/seamoth/impact_solid_soft;false;false;0
event:/sub/seamoth/interior_loop;false;false;0
event:/sub/seamoth/pulse;false;false;0
event:/sub/seamoth/pulse_charge_loop;false;false;0
event:/sub/seamoth/seaglide_equip;true;true;10
event:/sub/seamoth/seaglide_light_off;true;true;7
event:/sub/seamoth/seaglide_light_on;true;true;7
event:/sub/seamoth/seaglide_loop_rpm;false;false;60
event:/sub/seamoth/seaglide_rev_up;false;false;60
event:/sub/seamoth/seamoth_light_off;true;true;10
event:/sub/seamoth/seamoth_light_on;true;true;10
event:/sub/seamoth/seamoth_loop_rpm;false;false;90
event:/sub/seamoth/seamoth_rev_up;false;false;75
event:/sub/seamoth/seamoth_stop;false;false;0
event:/sub/seamoth/sonar_loop;false;false;0
event:/sub/seamoth/storage_close;false;false;0
event:/sub/seamoth/storage_open;false;false;0
event:/sub/seamoth/torpedo_armed;false;false;0
event:/sub/seamoth/torpedo_disarmed;false;false;0
event:/sub/seamoth/torpedo_explode_loop;false;false;0
event:/sub/seamoth/torpedo_fire;true;true;100
event:/sub/seamoth/undock;false;false;0
event:/sub/seamoth/undock_seamoth_cyclops;false;false;0
event:/sub/seamoth/welcome;false;false;0
event:/sub_module/fabricator/build;true;false;20
event:/sub_module/fabricator/build_long_loop;true;false;20
event:/sub_module/fabricator/close;true;false;20
event:/sub_module/fabricator/fabricator_click;false;false;0
event:/sub_module/fabricator/menu_up;false;false;0
event:/sub_module/fabricator/negative;false;false;0
event:/sub_module/fabricator/open;true;false;20
event:/sub_module/first_aid/spawn;true;false;20
event:/sub_module/workbench/close;true;false;20
event:/sub_module/workbench/open;true;false;20
event:/tools/airbladder/airbladder_deflate;false;false;0
event:/tools/airbladder/airbladder_deflate_surface;false;false;0
event:/tools/airbladder/airbladder_hold_loop;false;false;0
event:/tools/airbladder/airbladder_inflate;false;false;0
event:/tools/battery_die;false;false;0
event:/tools/battery_insert;false;false;0
event:/tools/beacon/beacon_loop;false;false;0
event:/tools/beacon/draw;false;false;0
event:/tools/builder/complete;false;false;0
event:/tools/builder/deploy;false;false;20
event:/tools/builder/first_use;false;false;0
event:/tools/builder/loop;false;false;0
event:/tools/constructor/bot_1_hover;false;false;0
event:/tools/constructor/bot_2_hover;false;false;0
event:/tools/constructor/bot_3_hover;false;false;0
event:/tools/constructor/bot_4_hover;false;false;0
event:/tools/constructor/bots_build;false;false;0
event:/tools/constructor/bots_out;false;false;0
event:/tools/constructor/constructor_climb;false;false;0
event:/tools/constructor/constructor_deploy_end;false;false;0
event:/tools/constructor/deploy;false;false;0
event:/tools/constructor/spawn;false;false;0
event:/tools/constructor/sub_splash;false;false;0
event:/tools/divereel/breadcrum;false;false;0
event:/tools/divereel/deploy;false;false;0
event:/tools/divereel/reset_path;false;false;0
event:/tools/dolls/jack;false;false;0
event:/tools/dolls/mark;false;false;0
event:/tools/extinguisher/deploy;false;false;0
event:/tools/extinguisher/first use;false;false;0
event:/tools/extinguisher/use_loop;false;false;0
event:/tools/flare/deploy;false;false;20
event:/tools/flare/first_use;false;false;20
event:/tools/flare/on_loop;false;false;20
event:/tools/flare/throw;false;false;20
event:/tools/flashlight/deploy;false;false;20
event:/tools/flashlight/fist_use;false;false;20
event:/tools/flashlight/turn_off;false;false;20
event:/tools/flashlight/turn_on;false;false;20
event:/tools/floating_locker/close;false;false;20
event:/tools/floating_locker/deploy;false;false;20
event:/tools/floating_locker/open;false;false;20
event:/tools/gravcannon/deploy;false;false;0
event:/tools/gravcannon/fail;false;false;0
event:/tools/gravcannon/fire;false;false;0
event:/tools/gravcannon/first_use;false;false;0
event:/tools/gravcannon/grab_loop;false;false;0
event:/tools/gravcannon/ready;false;false;0
event:/tools/gravcannon/reload;false;false;0
event:/tools/gravcannon/repulse;false;false;0
event:/tools/gravsphere/draw;false;false;0
event:/tools/gravsphere/explode;false;false;0
event:/tools/gravsphere/loop;false;false;0
event:/tools/gravsphere/loop_actual;false;false;0
event:/tools/knife/deploy;false;false;10
event:/tools/knife/first_use;false;false;10
event:/tools/knife/heat_hit;true;false;10
event:/tools/knife/heat_idle;true;false;10
event:/tools/knife/hit;true;false;10
event:/tools/knife/swing;true;false;10
event:/tools/knife/swing_surface;true;false;10
event:/tools/lasercutter/cut_loop;true;false;20
event:/tools/lasercutter/deploy;true;false;20
event:/tools/lasercutter/door_cut;true;false;20
event:/tools/lasercutter/first_use;true;false;20
event:/tools/lights/place;false;false;0
event:/tools/pda/close;false;false;20
event:/tools/pda/first_use;false;false;0
event:/tools/pda/open;true;false;20
event:/tools/pda/select;false;false;0
event:/tools/pipes/bubbles_loop;false;false;0
event:/tools/pipes/motor_loop;false;false;0
event:/tools/scanner/draw;false;false;0
event:/tools/scanner/first_use;false;false;0
event:/tools/scanner/new_blueprint;false;false;0
event:/tools/scanner/new_encyclopediea;false;false;0
event:/tools/scanner/new_PDA_data;false;false;0
event:/tools/scanner/scan_complete;false;false;0
event:/tools/scanner/scan_loop;false;false;0
event:/tools/stasis_gun/charge;false;false;20
event:/tools/stasis_gun/deploy;false;false;20
event:/tools/stasis_gun/fire;false;false;20
event:/tools/stasis_gun/first_use;false;false;20
event:/tools/stasis_gun/holding_loop;false;false;20
event:/tools/stasis_gun/sphere_activate;false;false;0
event:/tools/stasis_gun/sphere_deactivate;false;false;0
event:/tools/stasis_gun/sphere_enter;false;false;0
event:/tools/swimcharge;false;false;20
event:/tools/teraformer/cut_loop;false;false;0
event:/tools/teraformer/cut_ready;false;false;0
event:/tools/teraformer/draw;false;false;0
event:/tools/teraformer/place_loop;false;false;0
event:/tools/transfuser/deploy;false;false;0
event:/tools/transfuser/fail;false;false;0
event:/tools/transfuser/inject_serum;false;false;0
event:/tools/transfuser/take_sample;false;false;0
event:/tools/use_loot;false;false;0
event:/tools/welder/deploy;false;false;20
event:/tools/welder/first_use;false;false;20
event:/tools/welder/weld_loop;true;false;20
